Person/Group,ulan
https://data.getty.edu/provenance/bd719b5a-02f4-3857-a018-56be8b54ea65,http://vocab.getty.edu/ulan/500021197
https://data.getty.edu/provenance/9911bc24-ea41-3262-b07c-739859cde796,http://vocab.getty.edu/ulan/500006846
https://data.getty.edu/provenance/0fd72ecf-0d0c-396a-8ddf-79b62ce9367d,http://vocab.getty.edu/ulan/500002449
https://data.getty.edu/provenance/18518c78-e89e-3e85-bc23-5b405626f154,http://vocab.getty.edu/ulan/500362280
https://data.getty.edu/provenance/85a3aaf4-6dac-333f-86c7-4bdcbfa97a8d,http://vocab.getty.edu/ulan/500445145
https://data.getty.edu/provenance/99340240-5401-381e-a13b-93ec02d362a2,http://vocab.getty.edu/ulan/500447374
https://data.getty.edu/provenance/e6a589c4-6979-3c15-ae1f-cfc39063acbc,http://vocab.getty.edu/ulan/500028770
https://data.getty.edu/provenance/c6fba954-85b3-3548-8809-a3d683367d6c,
https://data.getty.edu/provenance/fabd7062-30bf-3b00-90fa-9a91a77a6cfa,http://vocab.getty.edu/ulan/500009637
https://data.getty.edu/provenance/a315bb12-0df9-38ae-ae90-6eac8599a180,http://vocab.getty.edu/ulan/500448224
https://data.getty.edu/provenance/07ef5b5f-d90a-347f-981c-457f83b88989,http://vocab.getty.edu/ulan/500447579
https://data.getty.edu/provenance/079f25d1-5003-331c-90c9-faaf28e4a35a,http://vocab.getty.edu/ulan/500011136
https://data.getty.edu/provenance/01903bd1-d68e-3a03-9c1a-3659f43481d6,http://vocab.getty.edu/ulan/500014168
https://data.getty.edu/provenance/3618a0de-ffd8-38d4-9927-61eb537985d2,http://vocab.getty.edu/ulan/500444827
https://data.getty.edu/provenance/d61eafbe-b9a6-3d7f-8fe8-0df101878d36,http://vocab.getty.edu/ulan/500444473
https://data.getty.edu/provenance/860f8238-c323-3cc5-9ac1-017fa7c2dd38,
https://data.getty.edu/provenance/d0c924aa-7403-3e66-90e6-85e93dc0e4af,
https://data.getty.edu/provenance/5ee441d6-3d06-341e-a00c-f9be8c11772c,http://vocab.getty.edu/ulan/500026907
https://data.getty.edu/provenance/efde28ec-db13-3e31-bac8-f7f2660bbdf3,http://vocab.getty.edu/ulan/500028876
https://data.getty.edu/provenance/0e59e936-a961-3d75-8ba9-54fbcc8849e3,http://vocab.getty.edu/ulan/500443668
https://data.getty.edu/provenance/06c25b59-8440-3e87-9a07-5a35f38ba45d,http://vocab.getty.edu/ulan/500449255
https://data.getty.edu/provenance/0b86daf3-0219-3a15-b246-1e2c19df263b,http://vocab.getty.edu/ulan/500137333
https://data.getty.edu/provenance/d788f700-0c78-3d3d-92bd-517aa867f882,
https://data.getty.edu/provenance/657f4047-d6b2-312f-a307-cb3a461e8e38,http://vocab.getty.edu/ulan/500336869
https://data.getty.edu/provenance/85a3ce48-82de-32b1-b66b-7413f59aec54,http://vocab.getty.edu/ulan/500450072
https://data.getty.edu/provenance/af984920-eea6-32e4-8f65-ec5b830098a6,http://vocab.getty.edu/ulan/500446556
https://data.getty.edu/provenance/515af334-a3df-3e5b-a925-ee5c875f4f21,http://vocab.getty.edu/ulan/500371585
https://data.getty.edu/provenance/342d0d49-b2c2-3c15-b882-62d681f56641,
https://data.getty.edu/provenance/24adf41b-2621-332a-8441-37150440e327,http://vocab.getty.edu/ulan/500103094
https://data.getty.edu/provenance/1ecbd26c-3ae6-32c8-bc14-e8b3e3f8a876,http://vocab.getty.edu/ulan/500010750
https://data.getty.edu/provenance/1bf0edb2-dea2-3a32-90f4-e6b8c60c1e7a,http://vocab.getty.edu/ulan/500010083
https://data.getty.edu/provenance/67221124-5d03-3eff-adca-89ecd8261ab5,http://vocab.getty.edu/ulan/500298807
https://data.getty.edu/provenance/fe9847fa-ff89-39ae-8ee6-8e6255c5bb40,http://vocab.getty.edu/ulan/500010212
https://data.getty.edu/provenance/73659aa9-b98d-3a89-bcb0-61aa3e499c07,http://vocab.getty.edu/ulan/500447644
https://data.getty.edu/provenance/de19371d-2f3a-3fd7-95cb-38fa69f737a2,http://vocab.getty.edu/ulan/500447562
https://data.getty.edu/provenance/17a2f00f-989a-3cf2-be78-28bf8ac8481a,http://vocab.getty.edu/ulan/500032177
https://data.getty.edu/provenance/e67c0673-1dff-365a-abd0-469fdf2eeb89,http://vocab.getty.edu/ulan/500358882
https://data.getty.edu/provenance/9ec31292-e53e-3bfa-9fe8-a5f4a7e0b7e9,http://vocab.getty.edu/ulan/500011622
https://data.getty.edu/provenance/a19a347d-f6c8-37cf-98b0-0708dc1a8cf4,http://vocab.getty.edu/ulan/500048087
https://data.getty.edu/provenance/965d597a-691f-3f01-8be7-70af7a02ff31,http://vocab.getty.edu/ulan/500055981
https://data.getty.edu/provenance/5bedab3a-22be-3311-80d1-787b2c854e72,
https://data.getty.edu/provenance/1614e75f-a44d-3269-8e7f-5376ce12a260,http://vocab.getty.edu/ulan/500015022
https://data.getty.edu/provenance/d0f53d3a-832d-3998-9697-857ea5d56fbf,
https://data.getty.edu/provenance/09b54e39-c0e5-3efc-8c4c-c9ae8c48a800,http://vocab.getty.edu/ulan/500006925
https://data.getty.edu/provenance/bf2f9be2-17eb-3c36-8cdb-1fab7741ce5d,http://vocab.getty.edu/ulan/500024298
https://data.getty.edu/provenance/3b3a35e4-2b68-3805-bbf5-aa113f20e03c,
https://data.getty.edu/provenance/fffb0dca-fc6e-33a8-835d-40dd82bb58d8,http://vocab.getty.edu/ulan/500442872
https://data.getty.edu/provenance/28147839-97fc-3004-942e-e41023e2dcb7,http://vocab.getty.edu/ulan/500004819
https://data.getty.edu/provenance/72a8d66b-0203-3697-8c8d-921006d3461d,http://vocab.getty.edu/ulan/500448242
https://data.getty.edu/provenance/735237d0-6af5-3c48-9a61-91d7feb73a11,http://vocab.getty.edu/ulan/500400238
https://data.getty.edu/provenance/85e657f2-ad99-3c21-b35b-92575905a85e,http://vocab.getty.edu/ulan/500446250
https://data.getty.edu/provenance/a32c81b4-646b-362f-8b55-b83e5bad1b51,http://vocab.getty.edu/ulan/500099680
https://data.getty.edu/provenance/737b1102-52d0-3ef1-874f-e223967540c2,http://vocab.getty.edu/ulan/500199079
https://data.getty.edu/provenance/85e401d3-b330-3cc3-904a-caea7c2e04f3,http://vocab.getty.edu/ulan/500444491
https://data.getty.edu/provenance/c039f590-90fa-3584-9da1-b6957ac2e5e1,http://vocab.getty.edu/ulan/500115390
https://data.getty.edu/provenance/335e4487-18d6-362f-9d37-7c89093d57a4,http://vocab.getty.edu/ulan/500008507
https://data.getty.edu/provenance/da74ddd6-ca8b-364c-8ee0-34fbe5f92534,http://vocab.getty.edu/ulan/500005912
https://data.getty.edu/provenance/0e03870e-52e9-3dc6-9db8-fdb0d51f1446,http://vocab.getty.edu/ulan/500085036
https://data.getty.edu/provenance/a511596e-9e4d-37f3-909b-c5d66fcdba10,http://vocab.getty.edu/ulan/500115563
https://data.getty.edu/provenance/2e910697-b420-33be-b770-6c7a6ea54646,http://vocab.getty.edu/ulan/500447724
https://data.getty.edu/provenance/cc9b4ea6-1ca2-3b46-b17f-144933cecba1,http://vocab.getty.edu/ulan/500029243
https://data.getty.edu/provenance/968c1f6a-c82c-34ad-ae94-7f1d2c4281ac,http://vocab.getty.edu/ulan/500448451
https://data.getty.edu/provenance/a56ad0f1-73d2-3ced-bc19-c7bc45476853,http://vocab.getty.edu/ulan/500398644
https://data.getty.edu/provenance/c0f20136-85b9-30d2-8daf-4326da3ca830,http://vocab.getty.edu/ulan/500061167
https://data.getty.edu/provenance/b55f22b6-bbb2-30b4-8f2b-5f10d91e3976,http://vocab.getty.edu/ulan/500005903
https://data.getty.edu/provenance/3ced7b5f-5ef9-350a-9239-8d0bcaabe867,
https://data.getty.edu/provenance/13800fee-00f1-3bd4-aa82-bafd8598c61d,http://vocab.getty.edu/ulan/500356367
https://data.getty.edu/provenance/f8a8f614-2d58-3bb2-8b9d-d72b7a64633d,http://vocab.getty.edu/ulan/500445825
https://data.getty.edu/provenance/d073b2d5-e0e9-35bc-aab7-485a925f55eb,http://vocab.getty.edu/ulan/500432312
https://data.getty.edu/provenance/8829aae2-64d8-3ce8-9d3f-ff7ca0c59fb4,http://vocab.getty.edu/ulan/500448321
https://data.getty.edu/provenance/a677c50f-06b8-3ca5-b78b-73a96d881a70,http://vocab.getty.edu/ulan/500028297
https://data.getty.edu/provenance/f4ab0225-44e9-3000-9f8a-c4124b68a990,http://vocab.getty.edu/ulan/500448455
https://data.getty.edu/provenance/07c7ca95-b45f-3528-a61b-82f487e9628c,http://vocab.getty.edu/ulan/500327617
https://data.getty.edu/provenance/3b9205eb-8314-37d0-9618-6ff99d35f544,http://vocab.getty.edu/ulan/500018095
https://data.getty.edu/provenance/d08e2bff-38a8-3efe-9de3-b8ddc9f66076,http://vocab.getty.edu/ulan/500444508
https://data.getty.edu/provenance/e7e056da-21bb-30aa-a644-5234df784ee0,http://vocab.getty.edu/ulan/500005417
https://data.getty.edu/provenance/cf454a54-11c4-3900-aedb-bd6d0bbe0536,http://vocab.getty.edu/ulan/500122239
https://data.getty.edu/provenance/fa0603d5-9d82-36b4-845f-a8e16ec2fdd6,http://vocab.getty.edu/ulan/500449034
https://data.getty.edu/provenance/79e14cf4-deae-3127-87c2-102f67167b99,http://vocab.getty.edu/ulan/500443387
https://data.getty.edu/provenance/166ad16a-4e0c-35d2-aecd-940bb7a209cc,http://vocab.getty.edu/ulan/500446621
https://data.getty.edu/provenance/3d41f66e-3b6f-3c29-afb2-9f59c9a81a94,http://vocab.getty.edu/ulan/500444386
https://data.getty.edu/provenance/630d4ebf-1624-36f3-998b-b0f84dedb4ee,http://vocab.getty.edu/ulan/500061412
https://data.getty.edu/provenance/5e23ea3b-0f25-3566-9df5-4b0e5448f1db,http://vocab.getty.edu/ulan/500446148
https://data.getty.edu/provenance/97dea956-ca0a-30db-95e6-515ba7afcd6e,http://vocab.getty.edu/ulan/500444539
https://data.getty.edu/provenance/16149c6e-433f-3b58-a632-942768a3e36a,http://vocab.getty.edu/ulan/500443622
https://data.getty.edu/provenance/6f6136b0-750e-3867-9593-d9cf568af41e,http://vocab.getty.edu/ulan/500298781
https://data.getty.edu/provenance/9d839b1c-908d-3ad5-a7a8-637788f2d67f,http://vocab.getty.edu/ulan/500445966
https://data.getty.edu/provenance/d6302e62-1774-3694-8633-537d59f0cf26,http://vocab.getty.edu/ulan/500007968
https://data.getty.edu/provenance/d6862e8f-1d42-3478-a447-925db6f569fe,http://vocab.getty.edu/ulan/500012782
https://data.getty.edu/provenance/2e08f9d2-3847-33d5-8ae2-76c0cc08b11f,http://vocab.getty.edu/ulan/500447276
https://data.getty.edu/provenance/d59c0119-27c8-3cd8-bb9f-ddb70ffabd55,http://vocab.getty.edu/ulan/500059821
https://data.getty.edu/provenance/68150b4f-6a06-30b1-ae37-e9f9a66a2d40,http://vocab.getty.edu/ulan/500443360
https://data.getty.edu/provenance/80a5bf00-a1ee-3e05-8f14-37aacca29cee,http://vocab.getty.edu/ulan/500398426
https://data.getty.edu/provenance/d773ac35-11ab-36ad-ab23-c970525a052d,http://vocab.getty.edu/ulan/500358056
https://data.getty.edu/provenance/1bb324c1-d8f6-361f-9d12-06f19ce38070,http://vocab.getty.edu/ulan/500019895
https://data.getty.edu/provenance/3072e68d-d192-3b1a-950e-00a875bd4866,http://vocab.getty.edu/ulan/500020180
https://data.getty.edu/provenance/5a3fe7f0-4f59-3619-9e47-699dd5c840d4,http://vocab.getty.edu/ulan/500448306
https://data.getty.edu/provenance/cb44730a-bdbd-318d-8cad-366e69a5e55d,http://vocab.getty.edu/ulan/500434390
https://data.getty.edu/provenance/dcaafe9c-e766-34f6-8f66-25e94061cb86,
https://data.getty.edu/provenance/1bff0968-e3e5-3bef-9f88-0b3296662788,http://vocab.getty.edu/ulan/500314528
https://data.getty.edu/provenance/1513cc8d-10f6-345c-8723-081720c0b3e4,http://vocab.getty.edu/ulan/500445463
https://data.getty.edu/provenance/79fa9302-3b67-3189-95de-040757e0bbfa,http://vocab.getty.edu/ulan/500031339
https://data.getty.edu/provenance/78f15564-d4bf-3e22-9e34-5761551a2c5e,http://vocab.getty.edu/ulan/500115368
https://data.getty.edu/provenance/a0f1e831-8f25-3cb3-920b-7dc091b759e2,http://vocab.getty.edu/ulan/500197778
https://data.getty.edu/provenance/803d49ab-1e95-3fa8-a53e-a3f628146649,http://vocab.getty.edu/ulan/500443693
https://data.getty.edu/provenance/97a21cec-b6d0-381d-aca5-47ecd577e1ba,http://vocab.getty.edu/ulan/500448967
https://data.getty.edu/provenance/bbb2a4a2-7240-38fe-8e9a-1ab67ca0944d,http://vocab.getty.edu/ulan/500443590
https://data.getty.edu/provenance/7835a833-6055-3df2-b6bc-fa81644a5e55,http://vocab.getty.edu/ulan/500037336
https://data.getty.edu/provenance/67558a6b-0416-30ad-98d2-ab98a0b6f26b,http://vocab.getty.edu/ulan/500446187
https://data.getty.edu/provenance/0d20eefe-7a43-38cc-a549-b43ce97dfee7,
https://data.getty.edu/provenance/4d3b5f09-1e50-3ad5-a486-6fac4aa74fca,http://vocab.getty.edu/ulan/500449550
https://data.getty.edu/provenance/80accfe3-fcf3-3e06-998a-ce8fd6fe7622,
https://data.getty.edu/provenance/1511d2ff-1063-3599-92e4-34c73c58171f,http://vocab.getty.edu/ulan/500443860
https://data.getty.edu/provenance/cb45e050-fd10-3cc1-85f6-1606665e78c4,
https://data.getty.edu/provenance/fb21b33e-ab40-3f63-9def-a97e59cbaee0,http://vocab.getty.edu/ulan/500449635
https://data.getty.edu/provenance/85dc53a6-a353-3242-83cd-1b27b162171b,http://vocab.getty.edu/ulan/500000974
https://data.getty.edu/provenance/2fcd8e22-e62d-3bc4-b066-fb16ec7333de,http://vocab.getty.edu/ulan/500006795
https://data.getty.edu/provenance/fbb65552-2e01-3149-b203-e8d0c7acb931,http://vocab.getty.edu/ulan/500445305
https://data.getty.edu/provenance/93cb5cb7-1e4a-3039-8279-938fe43b425a,
https://data.getty.edu/provenance/16694b81-f128-343e-8a15-af06c863f526,http://vocab.getty.edu/ulan/500443670
https://data.getty.edu/provenance/56a1f956-f8b1-363d-afff-2e3d3649eca0,http://vocab.getty.edu/ulan/500028600
https://data.getty.edu/provenance/789dcacc-01f5-38ec-bffd-4ee33d527655,http://vocab.getty.edu/ulan/500115795
https://data.getty.edu/provenance/8018ba4c-7e06-3dd3-9acb-cad2ee84580a,
https://data.getty.edu/provenance/79337426-ee5d-31d5-982b-3722da04d67e,http://vocab.getty.edu/ulan/500021070
https://data.getty.edu/provenance/de4287a1-97d3-393d-a685-82ec6636afc3,http://vocab.getty.edu/ulan/500004858
https://data.getty.edu/provenance/c9dad53d-00a3-3fac-9bfe-71484632e4ea,http://vocab.getty.edu/ulan/500005553
https://data.getty.edu/provenance/15ed6a85-7ef3-367e-8eaf-0994ba5d91ed,http://vocab.getty.edu/ulan/500006644
https://data.getty.edu/provenance/21c6ee1a-0b58-3483-b79a-f61996c71bb0,
https://data.getty.edu/provenance/ca93e8ea-b105-3746-9ec2-89816302a559,http://vocab.getty.edu/ulan/500449383
https://data.getty.edu/provenance/37b03e45-6496-34c6-9618-1bcfc829b0ee,http://vocab.getty.edu/ulan/500446108
https://data.getty.edu/provenance/1b2b7a27-f3b9-36a1-b70e-1e1a8d22ac48,http://vocab.getty.edu/ulan/500001301
https://data.getty.edu/provenance/acb1769a-7081-3f72-ab2a-1903854697ec,http://vocab.getty.edu/ulan/500029114
https://data.getty.edu/provenance/59a0235e-fdaa-39e2-b860-20fde3d918e1,http://vocab.getty.edu/ulan/500115742
https://data.getty.edu/provenance/dcaacdd6-76e1-3d11-87fc-42abecddd92d,
https://data.getty.edu/provenance/2e43304a-9c94-31af-901a-58e9a3bd375d,
https://data.getty.edu/provenance/78be6b6c-d0d5-3a07-b39a-144a22f2a97d,http://vocab.getty.edu/ulan/500444505
https://data.getty.edu/provenance/5e7a5f0d-0b73-339b-ac0b-7bfb80668e88,
https://data.getty.edu/provenance/165f8383-53d1-3013-83f8-34c8f0cedeae,http://vocab.getty.edu/ulan/500301650
https://data.getty.edu/provenance/0670e0af-ddd7-3380-990e-6fa4de88dcbf,
https://data.getty.edu/provenance/8059e2d8-3c57-33b3-855c-eea8dfc1954c,
https://data.getty.edu/provenance/cad5c26c-43da-3801-a716-2ac5af8d7716,http://vocab.getty.edu/ulan/500115471
https://data.getty.edu/provenance/7811a4d9-b961-3d66-b7dd-d1697136aacc,
https://data.getty.edu/provenance/00b86769-60ec-3a2b-96c7-c8c8eeffd8f0,http://vocab.getty.edu/ulan/500028784
https://data.getty.edu/provenance/2b96121b-1194-3661-aaa4-64c3844e76ad,http://vocab.getty.edu/ulan/500028283
https://data.getty.edu/provenance/95dabced-716e-370a-83b4-f6d154999ccc,http://vocab.getty.edu/ulan/500115612
https://data.getty.edu/provenance/caf54a74-536b-34c6-8a69-b3c1c320639d,http://vocab.getty.edu/ulan/500402966
https://data.getty.edu/provenance/8496dae6-8f54-3fd6-ba38-5528f73a8e1e,http://vocab.getty.edu/ulan/500018618
https://data.getty.edu/provenance/cb611d45-ae46-3397-8301-51d858002f6f,http://vocab.getty.edu/ulan/500449616
https://data.getty.edu/provenance/931d64ba-cdcc-38fe-a272-0ddb5b15b595,http://vocab.getty.edu/ulan/500447892
https://data.getty.edu/provenance/789b9cef-f246-34a5-94c4-e0a43fd47dc6,http://vocab.getty.edu/ulan/500448577
https://data.getty.edu/provenance/181685c6-2b59-37bd-a6ea-2a051f2fee64,http://vocab.getty.edu/ulan/500448832
https://data.getty.edu/provenance/799adbc5-52f6-3a24-8083-a5eda3b57c6b,
https://data.getty.edu/provenance/9e405705-cdb7-3d75-9536-8c1f6c72e645,http://vocab.getty.edu/ulan/500435616
https://data.getty.edu/provenance/d7563c63-3456-3119-9c30-669c3f3ffd8a,http://vocab.getty.edu/ulan/500037678
https://data.getty.edu/provenance/5e034a13-8cf3-372e-a3bb-6860a1a4936d,http://vocab.getty.edu/ulan/500339748
https://data.getty.edu/provenance/1b59cd93-87e7-3d72-81df-c03c2c37a6a2,http://vocab.getty.edu/ulan/500444319
https://data.getty.edu/provenance/6041e7a5-6e8f-33c5-af92-ce7b22a6b78b,http://vocab.getty.edu/ulan/500000637
https://data.getty.edu/provenance/696e5a5a-d482-304d-8d49-9a18ef9b3762,http://vocab.getty.edu/ulan/500446352
https://data.getty.edu/provenance/847bf7e6-ca4b-3adb-84f8-3a9f72c97552,http://vocab.getty.edu/ulan/500019638
https://data.getty.edu/provenance/3aa8ca3a-c0c8-3a14-9c56-fbef43ce9bf1,http://vocab.getty.edu/ulan/500449061
https://data.getty.edu/provenance/d647114b-662d-3476-a074-3d3ade329c01,http://vocab.getty.edu/ulan/500449010
https://data.getty.edu/provenance/1bbbedb7-3152-3357-97dc-3bf2947b83d0,
https://data.getty.edu/provenance/9a48ed00-de48-344b-98ec-c1111038900c,http://vocab.getty.edu/ulan/500449373
https://data.getty.edu/provenance/7939a3a7-705c-3dbe-a053-9d4aeac73a78,http://vocab.getty.edu/ulan/500443766
https://data.getty.edu/provenance/27899257-5076-3133-b8eb-3db766e7cc55,http://vocab.getty.edu/ulan/500035247
https://data.getty.edu/provenance/f8a36de9-aca5-3889-b5a2-3eeeeb2b5fd6,http://vocab.getty.edu/ulan/500447943
https://data.getty.edu/provenance/15795326-cf18-3016-9141-ccd890448e5b,http://vocab.getty.edu/ulan/500448260
https://data.getty.edu/provenance/ca4e8378-c2a8-3b95-8652-0c909bbc55e0,http://vocab.getty.edu/ulan/500006265
https://data.getty.edu/provenance/78a7a58d-98ae-3914-8d14-aa66a3c69570,
https://data.getty.edu/provenance/d8841f2f-f5b4-3c08-a614-c394f3c947a6,
https://data.getty.edu/provenance/87c73f7b-4daf-3c0a-9380-c71b98db1844,http://vocab.getty.edu/ulan/500446358
https://data.getty.edu/provenance/1c9ad100-bacc-3533-83b3-4c819b22e250,
https://data.getty.edu/provenance/1b7947b3-153d-3e40-a5b2-0e31f6c42182,http://vocab.getty.edu/ulan/500026186
https://data.getty.edu/provenance/1555f31d-6f95-32ad-814e-2d5de4374026,http://vocab.getty.edu/ulan/500099580
https://data.getty.edu/provenance/78777781-fb3f-3ee6-9d93-7134eec05ba6,http://vocab.getty.edu/ulan/500447946
https://data.getty.edu/provenance/f28bc7ea-f9fc-3307-b064-5835b53de3a5,http://vocab.getty.edu/ulan/500447605
https://data.getty.edu/provenance/cbe06cb2-8f35-3e74-9746-5fa17e903bab,http://vocab.getty.edu/ulan/500310159
https://data.getty.edu/provenance/5c6a404e-dde5-3674-83ec-e8d36892cead,http://vocab.getty.edu/ulan/500030947
https://data.getty.edu/provenance/e2adebab-e892-39af-a9f0-a4e830cc94f6,http://vocab.getty.edu/ulan/500448211
https://data.getty.edu/provenance/7c6a8b6c-1130-3e16-8380-5a199a5873a2,http://vocab.getty.edu/ulan/500041193
https://data.getty.edu/provenance/fb2c07ca-e41f-3cad-9f82-dc0b75b663fd,http://vocab.getty.edu/ulan/500444689
https://data.getty.edu/provenance/1d376519-16dd-32c4-94d8-e8cb4b8e08f9,http://vocab.getty.edu/ulan/500443307
https://data.getty.edu/provenance/9e32edde-95b4-3cf0-9d55-04436c385a97,http://vocab.getty.edu/ulan/500449607
https://data.getty.edu/provenance/1bb85b11-7a58-3f62-8042-1e22fe710343,http://vocab.getty.edu/ulan/500444413
https://data.getty.edu/provenance/7934fdee-97a0-3d33-a0e6-ed461fbfd61c,http://vocab.getty.edu/ulan/500019556
https://data.getty.edu/provenance/1690fc74-0956-35c9-bbe6-b43b2e674965,http://vocab.getty.edu/ulan/500448868
https://data.getty.edu/provenance/1d227065-8201-3d56-9231-ef25e29d79a3,http://vocab.getty.edu/ulan/500115152
https://data.getty.edu/provenance/08b6134a-c102-3f17-abe6-73458938c562,
https://data.getty.edu/provenance/80cf22e0-f580-30c8-a0f3-02bcdaaa3b7a,http://vocab.getty.edu/ulan/500446120
https://data.getty.edu/provenance/d196f8be-3ac4-3675-98e1-dc1bba01cef7,http://vocab.getty.edu/ulan/500444709
https://data.getty.edu/provenance/331bf95f-e7c2-3a14-9086-eeb3244bbec4,http://vocab.getty.edu/ulan/500443395
https://data.getty.edu/provenance/f070d88c-ec80-3177-8272-3dd25a7f031e,
https://data.getty.edu/provenance/790d6cd2-e1a4-3f99-905d-b17cc13d9608,http://vocab.getty.edu/ulan/500444071
https://data.getty.edu/provenance/6287fbc8-94fb-30da-99e3-f49dd36d0714,http://vocab.getty.edu/ulan/500445297
https://data.getty.edu/provenance/15d27a54-0ad9-35b9-983f-1626a6826d11,http://vocab.getty.edu/ulan/500014139
https://data.getty.edu/provenance/6204f0aa-64eb-3fa6-a4a6-b6850201c6d6,http://vocab.getty.edu/ulan/500163667
https://data.getty.edu/provenance/158e441e-38d0-3482-ad0c-73c5085cb807,http://vocab.getty.edu/ulan/500402184
https://data.getty.edu/provenance/f0729fa9-7445-3223-a723-d098658fbb38,http://vocab.getty.edu/ulan/500435413
https://data.getty.edu/provenance/419f48e7-71dd-3c45-9dab-5f4290d17a48,http://vocab.getty.edu/ulan/500029940
https://data.getty.edu/provenance/80e86c42-0499-34bc-b51c-5d57605e2289,http://vocab.getty.edu/ulan/500443755
https://data.getty.edu/provenance/802ef75c-1618-375a-964f-b87685886bb6,
https://data.getty.edu/provenance/89e05cef-e9cd-37e2-bd2a-3a27056d474c,http://vocab.getty.edu/ulan/500443968
https://data.getty.edu/provenance/9c35bd5b-311a-3bac-9e51-f5eaa63dab55,http://vocab.getty.edu/ulan/500444688
https://data.getty.edu/provenance/cc98559f-73c3-3e75-9f9e-e59df28abe67,http://vocab.getty.edu/ulan/500445376
https://data.getty.edu/provenance/cc3913d7-40b0-3130-a6ce-9a796200240f,http://vocab.getty.edu/ulan/500448957
https://data.getty.edu/provenance/8151f711-3624-3ecb-a733-1ccc4ba42bb2,http://vocab.getty.edu/ulan/500445751
https://data.getty.edu/provenance/0632bffb-7c4d-32f3-89d5-f9c28ce1052b,http://vocab.getty.edu/ulan/500443633
https://data.getty.edu/provenance/1c3e817e-3ad9-3e6c-9e6a-fca7b2d9fce9,
https://data.getty.edu/provenance/1cb28bf1-3ada-304f-8316-f0266234028d,http://vocab.getty.edu/ulan/500032673
https://data.getty.edu/provenance/2ae5f128-87f1-305e-a979-5d15cf31ee9e,http://vocab.getty.edu/ulan/500014644
https://data.getty.edu/provenance/1be2621b-6f7f-3116-a54e-6366f218ee5a,
https://data.getty.edu/provenance/9aad2b52-82f6-3046-bd45-4769c3c6de84,http://vocab.getty.edu/ulan/500444259
https://data.getty.edu/provenance/95ee5b23-1061-3262-b931-1e696a83b8bf,http://vocab.getty.edu/ulan/500443385
https://data.getty.edu/provenance/7e014aa3-4e10-3ff4-b967-4e8998607069,http://vocab.getty.edu/ulan/500145945
https://data.getty.edu/provenance/6e826658-aad6-3278-8ab2-b876659e7f42,http://vocab.getty.edu/ulan/500443278
https://data.getty.edu/provenance/5a2ee5f4-14a0-34ce-8c1e-5c485bbfaffb,http://vocab.getty.edu/ulan/500444567
https://data.getty.edu/provenance/1d36675f-7344-3768-85fa-c05d0f560124,http://vocab.getty.edu/ulan/500115745
https://data.getty.edu/provenance/82c87c6f-e5df-39df-b3b1-7c5cd0808710,
https://data.getty.edu/provenance/62bea766-1fff-3b07-acf1-69d35f53c161,http://vocab.getty.edu/ulan/500444062
https://data.getty.edu/provenance/792b1ff1-7b84-34c6-b4ea-075afc269f5e,
https://data.getty.edu/provenance/f4e70af5-7903-39b5-94da-bdd519c1e191,http://vocab.getty.edu/ulan/500056290
https://data.getty.edu/provenance/97dbf8ca-214f-366b-88cf-36896753f08d,http://vocab.getty.edu/ulan/500090259
https://data.getty.edu/provenance/33a2a0e0-adc2-31cf-9072-d9a626db0cd6,http://vocab.getty.edu/ulan/500003469
https://data.getty.edu/provenance/cbb43e89-f536-3391-a607-80f563d4a1a2,http://vocab.getty.edu/ulan/500329597
https://data.getty.edu/provenance/39bfb524-ecb2-3428-a43f-adb089e934d9,http://vocab.getty.edu/ulan/500004854
https://data.getty.edu/provenance/157b1460-8328-374a-8a7c-fdb4796ed5ce,
https://data.getty.edu/provenance/cb5619ab-f736-3b1a-8bf7-ef7f4f5643fc,
https://data.getty.edu/provenance/800d7a9d-2200-3d45-a486-b60c90b12cf2,http://vocab.getty.edu/ulan/500420960
https://data.getty.edu/provenance/817cd967-34d5-3bf7-b2f8-289aa3b33666,http://vocab.getty.edu/ulan/500443373
https://data.getty.edu/provenance/1c113a31-9319-3896-ada2-35036c12cadd,http://vocab.getty.edu/ulan/500438908
https://data.getty.edu/provenance/cb86204c-5405-3c1b-a46d-96a71158d136,http://vocab.getty.edu/ulan/500446945
https://data.getty.edu/provenance/7c0518e2-f623-3d19-9138-d59e2fa6514f,
https://data.getty.edu/provenance/1bb37fb0-88d0-3a2d-bbaa-5b1a02416fec,http://vocab.getty.edu/ulan/500448356
https://data.getty.edu/provenance/04042e03-ed8c-3512-b28d-a910a27df26d,http://vocab.getty.edu/ulan/500445235
https://data.getty.edu/provenance/1d3d2935-46f5-316e-94d3-0e935ff34f86,http://vocab.getty.edu/ulan/500448702
https://data.getty.edu/provenance/79984b27-7059-39ea-9e60-b4f92cd9914e,http://vocab.getty.edu/ulan/500449170
https://data.getty.edu/provenance/b2fe9be0-77b9-3bc7-b27e-3454be6d7990,http://vocab.getty.edu/ulan/500018088
https://data.getty.edu/provenance/7945452c-439b-309e-84ff-fd6a2217b6cb,http://vocab.getty.edu/ulan/500444500
https://data.getty.edu/provenance/1721cb3d-7599-35a8-9dc5-54abd89b4c1e,http://vocab.getty.edu/ulan/500110918
https://data.getty.edu/provenance/818e41fb-cf97-3468-bf54-463887bca662,
