STAR Record No.,PI Record No.,Stock Book No.,Knoedler Number,Page Number,Row Number,Consign. No.,Consign. Name,Consign. Auth,Consign. Loc.,Artist Name 1,Art. Authority 1,Nationality 1,Attrib Mod 1,Attrib Mod Auth1,Artist Name 2,Art. Authority 2,Nationality 2,Attrib Mod 2,Attrib Mod Auth2,Title,Description,Subject,Genre,Object Type,Materials,Dimensions,Entry Date-Year,Entry Date-Month,Entry Date-Day,Sale Date-Year,Sale Date-Month,Sale Date-Day,Purch. Amount,Purch. Currency,Purch. Note,KnoedPurch Amt.,KnoedPurch Curr.,KnoedPurch Note,Price Amount,Price Currency,Price Note,KnoedSale Amt.,KnoedSale Curr.,KnoedSale Note,Seller Name 1,Seller Loc 1,Sell Auth Name 1,Sell Auth Loc 1,Sell Auth Mod 1,Seller Name 2,Seller Loc 2,Sell Auth Name 2,Sell Auth Loc 2,Sell Auth Mod 2,Seller Name 3,Seller Loc 3,Sell Auth Name 3,Sell Auth Loc 3,Sell Auth Mod 3,Joint Own 1,Joint Own Auth 1,Joint Own Sh 1,Joint Own 2,Joint Own Auth 2,Joint Own Sh 2,Joint Own 3,Joint Own Auth 3,Joint Own Sh 3,Transaction,Buyer Name 1,Buyer Loc 1,Buy Auth Name 1,Buy Auth Addr 1,Buy Auth Mod 1,Buyer Name 2,Buyer Loc 2,Buy Auth Name 2,Buy Auth Addr 2,Buy Auth Mod 2,Folio,prev own 1,prev own auth1,prev own loc1,prev own 2,prev own auth2,prev own loc2,prev own 3,prev own auth3,prev own loc3,prev own 4,prev own auth4,prev own loc4,prev own 5,prev own auth5,prev own loc5,prev own 6,prev own auth6,prev own loc6,prev own 7,prev own auth7,prev own loc7,prev own 8,prev own auth8,prev own loc8,prev own 9,prev own auth9,prev own loc9,post owner,post own auth,Present Loc Geog,Present Loc Inst,Present Loc Acc,Activity URL,Object URL,Buyer URL,Buyer ULAN ID,Buyer WD Image URL,Buyer WD Entity URL,Artist URL,Artist ULAN ID,Artist WD Image URL,Artist WD Entity URL,Present Loc Note,Working Note,Verbatim Notes,Rosetta Handle,Main Heading,Subheading,Flag
75368,K-31613,9.0,A3839,165.0,22.0,NA,NA,NA,NA,"Brush, George de Forest","BRUSH, GEORGE DE FOREST",American,NA,NA,NA,NA,NA,NA,NA,At Dawn,NA,NA,Genre,Painting,NA,32 x 40,1948.0,3.0,24.0,1948.0,3.0,0.0,2800.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Central Art Galleries,NA,Grand Central Art Galleries,"New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Thomas Gilcrease Foundation,NA,"Gilcrease, Thomas","Tulsa, OK, USA",NA,NA,NA,NA,NA,NA,366.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tulsa, OK, USA",Gilcrease Museum,127.119,,,,,,,,,,,NA,NA,WFD 43060,http://hdl.handle.net/10020/2012m54_fl4157034,1948.0,NA,NA
75398,K-31643,9.0,A3869,167.0,21.0,NA,NA,NA,NA,"Remington, Frederic","REMINGTON, FREDERIC",American,NA,NA,NA,NA,NA,NA,NA,The Rabbit Hunter,Signed LR Frederick Remington,NA,Genre,Painting,NA,40 x 27,1948.0,4.0,8.0,1949.0,3.0,2.0,NA,NA,NA,NA,NA,NA,2756.25,dollars,NA,NA,NA,NA,Lincoln Ellsworth,Hotel Carlyle,"Ellsworth, Lincoln","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Clendenin J. Ryan,NA,"Ryan, Clendenin James Jr.","515 Madison Ave., New York, NY, USA",NA,NA,NA,NA,NA,NA,171.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tulsa, OK, USA",Gilcrease Museum,126.918,,,,,,,,,,,NA,NA,[sale dates] mar (2/27) 1949  WFD 43679 [sale information]; Duplicate of K=A4312; K-CA1897; K-CA750,http://hdl.handle.net/10020/2012m54_fl4157036,1948.0,NA,NA
75406,K-31651,9.0,A3877,167.0,42.0,NA,NA,NA,NA,Albert Bierstadt,"BIERSTADT, ALBERT",American,NA,NA,NA,NA,NA,NA,NA,Mountains,Signed Bierdstadt LL,NA,Landscape,Painting,NA,15 x 10 3/4,1948.0,4.0,6.0,1949.0,3.0,2.0,[350],dollars,"for numbers A3871-A3890, shared",175.0,dollars,for numbers A3871-A3890,212.5,dollars,NA,NA,NA,NA,Ralph W. Thomas,"114 Whitney Ave, New Haven, Ct","Thomas, Ralph W.","New Haven, CT, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norman Hirschl,Hirschl & Adler Galleries,44928.0,NA,NA,NA,NA,NA,NA,Sold,Clendenin J. Ryan,NA,"Ryan, Clendenin James Jr.","515 Madison Ave., New York, NY, USA",NA,NA,NA,NA,NA,NA,171.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cody, WY, USA",Buffalo Bill Center of the West,34.61,https://data.getty.edu/provenance/458792e9-1642-3b97-8752-febf670dcfcd,https://data.getty.edu/provenance/2dc9df62-ba60-32f5-8cbe-6861b0496bf4,https://data.getty.edu/provenance/6ea773b2-f7ce-3e46-b4d4-55203e04a474,http://vocab.getty.edu/ulan/500444839,,,https://data.getty.edu/provenance/d6f3ce97-73c7-3dff-a797-ffb31d5af727,http://vocab.getty.edu/ulan/500001248,http://commons.wikimedia.org/wiki/Special:FilePath/Bierstadt.jpg,http://www.wikidata.org/entity/Q77132,NA,NA,"Joint a/c Norman Hirschl  The lot our 1/2 [shared purchase price crossed through, recorded as] NIL  [Knoedler valued approx 17.50]  [sale dates] March (2/27) 1949; Duplicate of K-A4300",http://hdl.handle.net/10020/2012m54_fl4157036,1948.0,NA,NA
75413,K-31658,9.0,A3884,167.0,49.0,NA,NA,NA,NA,Albert Bierstadt,"BIERSTADT, ALBERT",American,NA,NA,NA,NA,NA,NA,NA,Horse's Head,Bierstadt LR,NA,Animals,Painting,NA,19 x 13,1948.0,4.0,6.0,NA,NA,NA,[350],dollars,"for numbers A3871-A3890, shared",175.0,dollars,for numbers A3871-A3890,NA,NA,NA,NA,NA,NA,Ralph W. Thomas,"114 Whitney Ave, New Haven, Ct","Thomas, Ralph W.","New Haven, CT, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norman Hirschl,Hirschl & Adler Galleries,44928.0,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cody, WY, USA",Buffalo Bill Center of the West,3.62,https://data.getty.edu/provenance/ff0147cf-fce5-3500-a70d-ad99b7f79064,https://data.getty.edu/provenance/a9b97e36-0269-383d-b551-3bda155954d8,https://data.getty.edu/provenance/6ea773b2-f7ce-3e46-b4d4-55203e04a474,http://vocab.getty.edu/ulan/500444839,,,https://data.getty.edu/provenance/d6f3ce97-73c7-3dff-a797-ffb31d5af727,http://vocab.getty.edu/ulan/500001248,http://commons.wikimedia.org/wiki/Special:FilePath/Bierstadt.jpg,http://www.wikidata.org/entity/Q77132,NA,NA,"Joint a/c Norman Hirschl  The lot our 1/2 [shared purchase price crossed through, recorded as] NIL [Knoedler valued approx 17.50]",http://hdl.handle.net/10020/2012m54_fl4157036,1948.0,NA,NA
75416,K-31661,9.0,A3887,167.0,52.0,NA,NA,NA,NA,Albert Bierstadt,"BIERSTADT, ALBERT",American,NA,NA,NA,NA,NA,NA,NA,Two Horses,Signed Beirstadt LR,NA,Animals,Painting,NA,19 1/4 x 13 3/4,1948.0,4.0,6.0,1949.0,3.0,2.0,[350],dollars,"for numbers A3871-A3890, shared",175.0,dollars,for numbers A3871-A3890,297.5,dollars,NA,NA,NA,NA,Ralph W. Thomas,"114 Whitney Ave, New Haven, Ct","Thomas, Ralph W.","New Haven, CT, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norman Hirschl,Hirschl & Adler Galleries,44928.0,NA,NA,NA,NA,NA,NA,Sold,Clendenin J. Ryan,NA,"Ryan, Clendenin James Jr.","515 Madison Ave., New York, NY, USA",NA,NA,NA,NA,NA,NA,171.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cody, WY, USA",Buffalo Bill Center of the West,4.62,https://data.getty.edu/provenance/0f3b0bb7-1ec9-32e6-a6e7-c90521eafcbf,https://data.getty.edu/provenance/918f94f7-bc09-3eb9-9eb7-2e593252534c,https://data.getty.edu/provenance/6ea773b2-f7ce-3e46-b4d4-55203e04a474,http://vocab.getty.edu/ulan/500444839,,,https://data.getty.edu/provenance/d6f3ce97-73c7-3dff-a797-ffb31d5af727,http://vocab.getty.edu/ulan/500001248,http://commons.wikimedia.org/wiki/Special:FilePath/Bierstadt.jpg,http://www.wikidata.org/entity/Q77132,NA,NA,"Joint a/c Norman Hirschl  The lot our 1/2 [shared purchase price crossed through, recorded as] NIL  [Knoedler valued approx 17.50]  [sale dates] March (2/27) 1949; Duplicate of K-A4302",http://hdl.handle.net/10020/2012m54_fl4157036,1948.0,NA,NA
75436,K-31681,9.0,A3907,169.0,29.0,NA,NA,NA,NA,"Miller, Alfred J.","MILLER, ALFRED JACOB",American,NA,NA,NA,NA,NA,NA,NA,Capture of Wild Horses by Indians,NA,NA,Genre,Painting,NA,12 x 8,1948.0,5.0,12.0,1948.0,12.0,10.0,300.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mrs Eugenia R. Whyte,700 N. Charles St. Baltimore,"WHYTE, EUGENIA R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Gilcrease Foundation,NA,"Gilcrease, Thomas","Tulsa, OK, USA",NA,NA,NA,NA,NA,NA,385.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tulsa, OK, USA",Gilcrease Museum,126.745,,,,,,,,,,,NA,NA,[sale dates] Dec (10/17) 1948  WFD 4388 [sale information],http://hdl.handle.net/10020/2012m54_fl4157038,1948.0,NA,NA
75477,K-31722,9.0,A4408,207.0,48.0,NA,NA,NA,NA,"Cimabue, Giovanni",CIMABUE (CENNI DI PEPO),Italian,NA,NA,NA,NA,NA,NA,NA,Flagellation of Christ,NA,Religious (narrative),History,Painting,Panel,8 x 9 3/4,1950.0,7.0,8.0,1950.0,12.0,1.0,[20000],dollars,shared,10000.0,dollars,shared,60000.0,dollars,NA,NA,NA,NA,Walter Feilchenfeldt,Zurich,"Feilchenfeldt, Walter","Zurich, Schweiz",and,E. Moratilla,NA,"Moratilla, Eduardo","Zürich, Schweiz",and,NA,NA,NA,NA,NA,"Pinakos, Inc.","Pinakos, Inc. (Rudolf Heinemann)",44928.0,NA,NA,NA,NA,NA,NA,Sold,Frick Collection,NA,"New York, NY, USA.  The Frick Collection","New York, NY, USA",NA,NA,NA,NA,NA,NA,294.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York, NY, USA",The Frick Collection,1950.1.159,,,,,,,,,,,NA,NA,"Jt a/c Pinakos, Inc.  1/2 share  (Frick calls this a Duccio) EK 7/30/50",http://hdl.handle.net/10020/2012m54_fl4157076,1950.0,NA,NA
75486,K-31731,9.0,A4417,208.0,47.0,NA,NA,NA,NA,"Hoit, A. G.","HOIT, ALBERT GALLATIN",American,NA,NA,NA,NA,NA,NA,NA,Port. of W.H. Harrison,NA,NA,Portrait,Painting,NA,25 x 30,1950.0,7.0,31.0,NA,NA,NA,700.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charles D. Childs,169 Newbury St. Boston,Childs Gallery,"Boston, MA, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",National Portrait Gallery,NPG.67.5,https://data.getty.edu/provenance/ee40c7e5-d006-38fc-889a-c024df4b24b4,https://data.getty.edu/provenance/5aee6307-fca2-3eab-8002-20a36c3e0c6b,https://data.getty.edu/provenance/4aaa6896-0af5-3937-85c3-8c29b7060057,http://vocab.getty.edu/ulan/500444647,,,https://data.getty.edu/provenance/0553836c-68c3-3c94-a32c-a63733cc4cc9,http://vocab.getty.edu/ulan/500024730,http://commons.wikimedia.org/wiki/Special:FilePath/1891%20AGHoit%20Boston.png,http://www.wikidata.org/entity/Q4710280,NA,NA,WFD 47214,http://hdl.handle.net/10020/2012m54_fl4157077,1950.0,NA,NA
75489,K-31734,9.0,A4420,209.0,9.0,NA,NA,NA,NA,"Moran, Thomas","MORAN, THOMAS",American,NA,NA,NA,NA,NA,NA,NA,The Flight into Egypt,SLR T. Moran 1861,Religious (narrative),History,Painting,NA,45 1/4 x 27 1/3,1950.0,8.0,0.0,NA,NA,NA,[270],dollars,shared,135.0,dollars,shared,NA,NA,NA,NA,NA,NA,Albert K. Schneider,15 E 57th St,"Schneider, Albert K.","c/o Katz, Wittenberg & Katz (from Sales Book 17, 1953-1958, f.18), New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albert K. Schneider,"Schneider, Albert K.",44928.0,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tulsa, OK, USA",Gilcrease Museum,126.1119,,,,,,,,,,,NA,NA,Jt a/c Albert K. Schneider  1/2 share  2.50 chg to Ptg chgs  WFD 47040,http://hdl.handle.net/10020/2012m54_fl4157078,1950.0,NA,NA
75490,K-31735,9.0,A4421,209.0,15.0,NA,NA,NA,NA,"Moran, Thomas","MORAN, THOMAS",American,NA,NA,NA,NA,NA,NA,NA,"The Church of Maravatio, Mexico",S&D LL T Moran 1883;  unfrd,Architecture,Landscape,Painting,NA,20 x 16,1950.0,8.0,9.0,NA,NA,NA,450.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John Levy Galleries,11 E 57th St.,"Levy, (John), Galleries","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tulsa, OK, USA",Gilcrease Museum,146.1104,,,,,,,,,,,NA,NA,WFD 47251,http://hdl.handle.net/10020/2012m54_fl4157078,1950.0,NA,NA
75509,K-31754,9.0,A4440,210.0,54.0,NA,NA,NA,NA,"Bellows, George","BELLOWS, GEORGE WESLEY",American,NA,NA,NA,NA,NA,NA,NA,Fountain in Central Park,ON A1519,NA,Landscape,Painting,NA,24 1/2 x 20,1950.0,9.0,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denver Art Museum,NA,"Denver, CO, USA.  Denver Art Museum","Denver, CO, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",Hirshhorn Museum and Sculpture Garden,66.437,https://data.getty.edu/provenance/9b3b880c-1dcd-34ac-b2fd-29baa1822a3b,https://data.getty.edu/provenance/5c0391dd-7666-3271-8b2b-934d163c6b4e,https://data.getty.edu/provenance/580fab1b-ac30-327c-a0c5-91378c7834e5,http://vocab.getty.edu/ulan/500443771,,,https://data.getty.edu/provenance/84191069-2c0a-363c-9177-e8d4815fc35e,http://vocab.getty.edu/ulan/500003261,http://commons.wikimedia.org/wiki/Special:FilePath/George%20bellows.jpg,http://www.wikidata.org/entity/Q167132,NA,NA,45613; Duplicate of K-A1519,http://hdl.handle.net/10020/2012m54_fl4157079,1950.0,NA,NA
75513,K-31758,9.0,A4444,211.0,19.0,NA,NA,NA,NA,"Mabuse, Jan Gossaert","GOSSAERT, JAN",Netherlandish,NA,NA,NA,NA,NA,NA,NA,Temptation of St. Anthony,NA,Religious (narrative),History,Painting,P [panel],15 1/4 x 11 1/4,1950.0,10.0,19.0,1950.0,11.0,21.0,[3000],dollars,shared,1500.0,dollars,shared,NA,NA,NA,NA,NA,NA,"Pinakos, Inc.",465 Park Ave,"Pinakos, Inc. (Rudolf Heinemann)","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinakos, Inc","Pinakos, Inc. (Rudolf Heinemann)",44928.0,NA,NA,NA,NA,NA,NA,Sold,William Rockhill Nelson Gallery of Art,NA,"Kansas City, MO, USA.  Nelson-Atkins Museum of Art","Kansas City, MO, USA",NA,NA,NA,NA,NA,NA,289.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas City, MO, USA",Nelson-Atkins Museum of Art,50-51,https://data.getty.edu/provenance/e9a04bc1-eed0-35e9-b365-36d3cf21a6d8,https://data.getty.edu/provenance/f3be250a-e6f0-3ef6-a246-873c6f6e236d,https://data.getty.edu/provenance/19ab168c-ae53-326f-a95b-70b4a08e0b86,http://vocab.getty.edu/ulan/500231020,http://commons.wikimedia.org/wiki/Special:FilePath/Nelson-Atkins%20X9.jpg,http://www.wikidata.org/entity/Q1976985,https://data.getty.edu/provenance/101a99bc-2d63-3a9c-9289-1a516fa9b680,http://vocab.getty.edu/ulan/500009353,http://commons.wikimedia.org/wiki/Special:FilePath/Mabuse.jpg,http://www.wikidata.org/entity/Q346952,as by Jan Wellens de Cock,NA,"Joint a/c Pinakos, Inc  1/2 share",http://hdl.handle.net/10020/2012m54_fl4157080,1950.0,NA,NA
75514,K-31759,9.0,A4445,211.0,25.0,NA,NA,NA,NA,"Courbet, Gustave","COURBET, GUSTAVE",French,NA,NA,NA,NA,NA,NA,NA,Palisade a Cascade,SLR G. Courbet;  ON CA2457,NA,Landscape,Painting,NA,28 1/4 x 22 3/4,1950.0,10.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jack F. Chrysler,71 East 71,"Chrysler, John Forker","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New London, CT, USA",Lyman Allyn Art Museum,1955.4,,,,,,,,,,,as of 1976,cannot confirm present location,Return  47542,http://hdl.handle.net/10020/2012m54_fl4157080,1950.0,NA,NA
75537,K-31782,9.0,A4468,213.0,43.0,NA,NA,NA,NA,"Massys, Quentin","MASSYS, QUENTIN",Netherlandish,NA,NA,NA,NA,NA,NA,NA,St Christopher,NA,Religious (figures),History,Painting,P [panel],21 3/4 x 27 1/4,1950.0,12.0,26.0,NA,NA,NA,[9000],dollars,shared,4500.0,dollars,shared,NA,NA,NA,NA,NA,NA,"Pinakos, Inc",NA,"Pinakos, Inc. (Rudolf Heinemann)","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinakos, Inc","Pinakos, Inc. (Rudolf Heinemann)",44928.0,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allentown, PA, USA",Allentown Art Museum,1961.47,https://data.getty.edu/provenance/9c928dd2-af94-3406-819b-5b9380a7b44f,https://data.getty.edu/provenance/f9160680-624c-39eb-932d-43fd7eee5a77,https://data.getty.edu/provenance/fd4aa207-c541-387d-b0ff-afca5b2b30a1,http://vocab.getty.edu/ulan/500304334,,,https://data.getty.edu/provenance/b9df6834-15b2-3089-9843-64d0f55e63de,http://vocab.getty.edu/ulan/500025017,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Wierix%20%28attr.%29%20-%20Portrait%20of%20Quinten%20Massijs%20%28I%29%20%2C%201572%20%28cropped%29.jpg,http://www.wikidata.org/entity/Q314275,by workshop of Massys,NA,"Jt a/c Pinakos, Inc  1/2 share",http://hdl.handle.net/10020/2012m54_fl4157082,1950.0,NA,NA
75548,K-31793,9.0,A4479,214.0,38.0,NA,NA,NA,NA,James Bogle,"BOGLE, JAMES",American,NA,NA,NA,NA,NA,NA,NA,Portrait of James Calhoun,ON CA2967,NA,Portrait,Painting,NA,25 x 30,1950.0,12.0,28.0,NA,NA,NA,900.0,dollars,"for numbers A4479-A4480, shared",NA,NA,NA,NA,NA,NA,NA,NA,NA,McCaughen & Burr,"1010 Locust St, St. Louis, MO",McCaughen and Burr Fine Arts,"Saint Louis, MO, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tulsa, OK, USA",Gilcrease Museum,126.1014,,,,,,,,,,,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4157083,1950.0,NA,NA
75586,K-31831,9.0,A4092,183.0,37.0,NA,NA,NA,NA,Albert Bierstadt,"BIERSTADT, ALBERT",American,NA,NA,NA,NA,NA,NA,NA,Horse,NA,NA,Animals,Painting,NA,17 x 13 1/4,1949.0,3.0,1.0,NA,NA,NA,75.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victor D. Spark,30 E 55th St,"Spark, Victor David","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cody, WY, USA",Buffalo Bill Center of the West,2.62,https://data.getty.edu/provenance/05a89ae5-2eb0-3ca5-9ac5-9375f698d95c,https://data.getty.edu/provenance/5eaaa848-9fdb-32e8-8306-213e34edfa7c,https://data.getty.edu/provenance/6ea773b2-f7ce-3e46-b4d4-55203e04a474,http://vocab.getty.edu/ulan/500444839,,,https://data.getty.edu/provenance/d6f3ce97-73c7-3dff-a797-ffb31d5af727,http://vocab.getty.edu/ulan/500001248,http://commons.wikimedia.org/wiki/Special:FilePath/Bierstadt.jpg,http://www.wikidata.org/entity/Q77132,NA,NA,Approximate cost  NFD 45042,http://hdl.handle.net/10020/2012m54_fl4157052,1949.0,NA,NA
75589,K-31834,9.0,A4095,183.0,40.0,NA,NA,NA,NA,Albert Bierstadt,"BIERSTADT, ALBERT",American,NA,NA,NA,NA,NA,NA,NA,Deer,SLR;  unfrd,NA,Animals,Painting,NA,19 1/4 x 14 1/8,1949.0,3.0,1.0,NA,NA,NA,50.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victor D. Spark,30 E 55th St,"Spark, Victor David","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cody, WY, USA",Buffalo Bill Center of the West,32.61,https://data.getty.edu/provenance/cec3da84-8143-3e9e-bcf5-7f880ea4818e,https://data.getty.edu/provenance/3288b5ed-a206-3157-9410-f2881e21c8c4,https://data.getty.edu/provenance/6ea773b2-f7ce-3e46-b4d4-55203e04a474,http://vocab.getty.edu/ulan/500444839,,,https://data.getty.edu/provenance/d6f3ce97-73c7-3dff-a797-ffb31d5af727,http://vocab.getty.edu/ulan/500001248,http://commons.wikimedia.org/wiki/Special:FilePath/Bierstadt.jpg,http://www.wikidata.org/entity/Q77132,NA,NA,Approximate cost  NFD 45047,http://hdl.handle.net/10020/2012m54_fl4157052,1949.0,NA,NA
75590,K-31835,9.0,A4096,183.0,41.0,NA,NA,NA,NA,Albert Bierstadt,"BIERSTADT, ALBERT",American,NA,NA,NA,NA,NA,NA,NA,Two Horses,SLR;  unfrd,NA,Animals,Painting,NA,19 1/2 x 14,1949.0,3.0,1.0,NA,NA,NA,90.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victor D. Spark,30 E 55th St,"Spark, Victor David","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cody, WY, USA",Buffalo Bill Center of the West,4.62,https://data.getty.edu/provenance/0f3b0bb7-1ec9-32e6-a6e7-c90521eafcbf,https://data.getty.edu/provenance/918f94f7-bc09-3eb9-9eb7-2e593252534c,https://data.getty.edu/provenance/6ea773b2-f7ce-3e46-b4d4-55203e04a474,http://vocab.getty.edu/ulan/500444839,,,https://data.getty.edu/provenance/d6f3ce97-73c7-3dff-a797-ffb31d5af727,http://vocab.getty.edu/ulan/500001248,http://commons.wikimedia.org/wiki/Special:FilePath/Bierstadt.jpg,http://www.wikidata.org/entity/Q77132,NA,NA,Approximate cost  NFD 45048,http://hdl.handle.net/10020/2012m54_fl4157052,1949.0,NA,NA
